client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401925.mp3	Min fortræffelige lille nattergal!	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401926.mp3	Jeg venter grumme meget af den	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401927.mp3	Men hendes vilje var fast, som hendes tillid til vorherre	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401928.mp3	Her er kommet gode klæder at slide for de fire børn!	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401929.mp3	Hver rose på træet i haven havde sin historie.	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401930.mp3	den skænkede den gode medicin, den der hjalp for maven.	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401931.mp3	Du er en net fyr	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401932.mp3	vinden gik trangt om, når man skulle have spanden med vand over brøndkanten.	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401943.mp3	jeg tror allerede, han gør det!	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401944.mp3	Jeg fik tillid til ham og saa bleve vi venner	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401945.mp3	Nu faae vi at høre!	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401946.mp3	de kom til bal og højtid hos kongen selv.	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401947.mp3	råbte han lige med ét.	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401953.mp3	Husets skytsånd stod ved sengens hovedgærde.	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401954.mp3	Det er ganske vist!	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401956.mp3	Se der har i dem	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401968.mp3	sig ikke, ak, hvor forandret!	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401969.mp3	Hun foldede barnets hænder.	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401970.mp3	Der er så dejligt	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401971.mp3	Det begynder af og til at krille mig under vingerne	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401972.mp3	men det lille grantræ var så ilter med at vokse.	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401978.mp3	østerud til verdens ende.	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401979.mp3	hvorfor blev det hende forundt!	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401980.mp3	Bygmesteren selv var af ringe Kuld, men af adelig Huld.	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401981.mp3	Nu skal jeg endogså belemre konens samvittighed	4	0	twenties	male	Sjælland/København		da	
6c92de8f57d55cf4d88e05f99bb475cfe0f90beea6725c5c34b9e1a7ac6f502aae6a4d24fe6d293f46e65489053461c764ae7ca745a89455af062ee04ed327d5	common_voice_da_31401982.mp3	Solen kommer der ikke	4	0	twenties	male	Sjælland/København		da	
