client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
a6fb1db0b412f2b924ca329cd39fd0adffbdd1ed81bdda43bb32d4954d74620bb719b6af8e57a75aa909d308194c4d27c70ba2f64ba4e07d80531d463cedde94	common_voice_ga-IE_18941826.mp3	a Airí	2	0					ga-IE	
a6fb1db0b412f2b924ca329cd39fd0adffbdd1ed81bdda43bb32d4954d74620bb719b6af8e57a75aa909d308194c4d27c70ba2f64ba4e07d80531d463cedde94	common_voice_ga-IE_18941827.mp3	A Aire Stáit Mhic an tSaoi,	2	0					ga-IE	
a6fb1db0b412f2b924ca329cd39fd0adffbdd1ed81bdda43bb32d4954d74620bb719b6af8e57a75aa909d308194c4d27c70ba2f64ba4e07d80531d463cedde94	common_voice_ga-IE_18941828.mp3	Níl, tá cóta dubh air	2	0					ga-IE	
a6fb1db0b412f2b924ca329cd39fd0adffbdd1ed81bdda43bb32d4954d74620bb719b6af8e57a75aa909d308194c4d27c70ba2f64ba4e07d80531d463cedde94	common_voice_ga-IE_18941837.mp3	Feicim fear ar an mbóthar	2	0					ga-IE	
a6fb1db0b412f2b924ca329cd39fd0adffbdd1ed81bdda43bb32d4954d74620bb719b6af8e57a75aa909d308194c4d27c70ba2f64ba4e07d80531d463cedde94	common_voice_ga-IE_18941838.mp3	Ní bheidh siad, go deimhin	2	0					ga-IE	
a6fb1db0b412f2b924ca329cd39fd0adffbdd1ed81bdda43bb32d4954d74620bb719b6af8e57a75aa909d308194c4d27c70ba2f64ba4e07d80531d463cedde94	common_voice_ga-IE_18941849.mp3	A Ard-Leifteanaint, A Chathaoirligh, A Chairde Gael,	2	0					ga-IE	
a6fb1db0b412f2b924ca329cd39fd0adffbdd1ed81bdda43bb32d4954d74620bb719b6af8e57a75aa909d308194c4d27c70ba2f64ba4e07d80531d463cedde94	common_voice_ga-IE_18941856.mp3	Trua don choirpeach	2	0					ga-IE	
a6fb1db0b412f2b924ca329cd39fd0adffbdd1ed81bdda43bb32d4954d74620bb719b6af8e57a75aa909d308194c4d27c70ba2f64ba4e07d80531d463cedde94	common_voice_ga-IE_18941857.mp3	Blas an cnó seo.	2	1					ga-IE	
a6fb1db0b412f2b924ca329cd39fd0adffbdd1ed81bdda43bb32d4954d74620bb719b6af8e57a75aa909d308194c4d27c70ba2f64ba4e07d80531d463cedde94	common_voice_ga-IE_18941858.mp3	is le mo dheartháir é	2	1					ga-IE	
a6fb1db0b412f2b924ca329cd39fd0adffbdd1ed81bdda43bb32d4954d74620bb719b6af8e57a75aa909d308194c4d27c70ba2f64ba4e07d80531d463cedde94	common_voice_ga-IE_18941860.mp3	Ceacht a Sé	2	0					ga-IE	
