client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
7d2eea4cdb1c84cc91df8b2d2e9e5b352ae05bedb601f550a972081ca32112381dee8a1e449bce6e0219a87914d7011cbd0adbc4b8453a3d5cfdf068faea12e9	common_voice_yi_38824159.mp3	באַשולדיגט פאַר זאַכן וועלכע האָבן מיט זיי נישט קיין שייכות	2	0					yi	
7d2eea4cdb1c84cc91df8b2d2e9e5b352ae05bedb601f550a972081ca32112381dee8a1e449bce6e0219a87914d7011cbd0adbc4b8453a3d5cfdf068faea12e9	common_voice_yi_38824160.mp3	פּונקט ווי דער ליובאַוויטשער רבי האָט אים אויסגעלערנט	2	0					yi	
7d2eea4cdb1c84cc91df8b2d2e9e5b352ae05bedb601f550a972081ca32112381dee8a1e449bce6e0219a87914d7011cbd0adbc4b8453a3d5cfdf068faea12e9	common_voice_yi_38824161.mp3	צו זייער איבערראַשונג איז נישט געווען קיין גרעניץ	2	0					yi	
7d2eea4cdb1c84cc91df8b2d2e9e5b352ae05bedb601f550a972081ca32112381dee8a1e449bce6e0219a87914d7011cbd0adbc4b8453a3d5cfdf068faea12e9	common_voice_yi_38824162.mp3	אנטשולדיג מיר	2	0					yi	
7d2eea4cdb1c84cc91df8b2d2e9e5b352ae05bedb601f550a972081ca32112381dee8a1e449bce6e0219a87914d7011cbd0adbc4b8453a3d5cfdf068faea12e9	common_voice_yi_38824163.mp3	האט דער טאטע זיך אנגעפאנגען גאר שטארק צו בענקען נאך מיר	2	0					yi	
7d2eea4cdb1c84cc91df8b2d2e9e5b352ae05bedb601f550a972081ca32112381dee8a1e449bce6e0219a87914d7011cbd0adbc4b8453a3d5cfdf068faea12e9	common_voice_yi_38824169.mp3	ס’איז א זיכערע רפואה	2	0					yi	
7d2eea4cdb1c84cc91df8b2d2e9e5b352ae05bedb601f550a972081ca32112381dee8a1e449bce6e0219a87914d7011cbd0adbc4b8453a3d5cfdf068faea12e9	common_voice_yi_38824170.mp3	נאך דער פטירה פונעם רבין	2	0					yi	
7d2eea4cdb1c84cc91df8b2d2e9e5b352ae05bedb601f550a972081ca32112381dee8a1e449bce6e0219a87914d7011cbd0adbc4b8453a3d5cfdf068faea12e9	common_voice_yi_38824171.mp3	גענױ אַזױ קוקט דאָס אױס	2	0					yi	
7d2eea4cdb1c84cc91df8b2d2e9e5b352ae05bedb601f550a972081ca32112381dee8a1e449bce6e0219a87914d7011cbd0adbc4b8453a3d5cfdf068faea12e9	common_voice_yi_38824173.mp3	אבער אפילו אונז מיידלעך זענען קיינמאל נישט געווען שפּעט צו שולע	2	0					yi	
7d2eea4cdb1c84cc91df8b2d2e9e5b352ae05bedb601f550a972081ca32112381dee8a1e449bce6e0219a87914d7011cbd0adbc4b8453a3d5cfdf068faea12e9	common_voice_yi_38828790.mp3	דער מיעוט פון אידן-פיינט זענען בדרך כלל מענטשן וועלכע זענען אומוויסנד	2	0	twenties				yi	
7d2eea4cdb1c84cc91df8b2d2e9e5b352ae05bedb601f550a972081ca32112381dee8a1e449bce6e0219a87914d7011cbd0adbc4b8453a3d5cfdf068faea12e9	common_voice_yi_38828791.mp3	צוליב אַ נייעם גלויבן	2	0	twenties				yi	
7d2eea4cdb1c84cc91df8b2d2e9e5b352ae05bedb601f550a972081ca32112381dee8a1e449bce6e0219a87914d7011cbd0adbc4b8453a3d5cfdf068faea12e9	common_voice_yi_38828792.mp3	איך האָב זיך געפילט אַזוי היימיש	2	0	twenties				yi	
7d2eea4cdb1c84cc91df8b2d2e9e5b352ae05bedb601f550a972081ca32112381dee8a1e449bce6e0219a87914d7011cbd0adbc4b8453a3d5cfdf068faea12e9	common_voice_yi_38828793.mp3	דזשיני מילגרוים שילדערט איר דראַמאַטישע רייזע צוריק צו אידישקייט	2	0	twenties				yi	
7d2eea4cdb1c84cc91df8b2d2e9e5b352ae05bedb601f550a972081ca32112381dee8a1e449bce6e0219a87914d7011cbd0adbc4b8453a3d5cfdf068faea12e9	common_voice_yi_38828794.mp3	איך קוק נישט אויף ציפערן	2	0	twenties				yi	
7d2eea4cdb1c84cc91df8b2d2e9e5b352ae05bedb601f550a972081ca32112381dee8a1e449bce6e0219a87914d7011cbd0adbc4b8453a3d5cfdf068faea12e9	common_voice_yi_38828795.mp3	דער קערפּער ווערט באַגראָבן	2	0	twenties				yi	
7d2eea4cdb1c84cc91df8b2d2e9e5b352ae05bedb601f550a972081ca32112381dee8a1e449bce6e0219a87914d7011cbd0adbc4b8453a3d5cfdf068faea12e9	common_voice_yi_38828796.mp3	האָט זיך צוגעהערט צו דער אומגלויבליכער מעשה	2	0	twenties				yi	
7d2eea4cdb1c84cc91df8b2d2e9e5b352ae05bedb601f550a972081ca32112381dee8a1e449bce6e0219a87914d7011cbd0adbc4b8453a3d5cfdf068faea12e9	common_voice_yi_38828797.mp3	אָבער יעדער איד וואָס טוט אָן תפילין	2	0	twenties				yi	
