client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
5617e7f42170dd77ccc857a40b81efbe76f7a3c4d05c882df7e1b3f5920bd03ca6cd6de77ba8c220630a3e0bde88e99468db3455ab0c96b38c0e15ed9bca701a	common_voice_fa_18202354.mp3	اول مارو خوشحال میکنه و بعد میزنه تو ذوقمون،کلا با ما دشمن شده	0	2					fa	
5617e7f42170dd77ccc857a40b81efbe76f7a3c4d05c882df7e1b3f5920bd03ca6cd6de77ba8c220630a3e0bde88e99468db3455ab0c96b38c0e15ed9bca701a	common_voice_fa_18202355.mp3	و زنگ خطر را برای آیندهشان به صدا میآورند	2	3					fa	
5617e7f42170dd77ccc857a40b81efbe76f7a3c4d05c882df7e1b3f5920bd03ca6cd6de77ba8c220630a3e0bde88e99468db3455ab0c96b38c0e15ed9bca701a	common_voice_fa_18202358.mp3	بسیاری اوقات میبینیم مردم پیامهای فیسبوکی میآورند، شواهدی که تاریخ دارد میآورند، ولی چندان مرتبط نیستند، چندان بدرد نمیخورند	0	2					fa	
c40ad09a4e7bca83f4778abf62adb590a353c71083e7752c1c957733e9d5bf2a7bfb69afb7777dd45480be013292ca352923485269ad5a506c10dc44778652fd	common_voice_fa_18202465.mp3	اومدین حسن رو نجات بدین؟	0	2	twenties	male			fa	
c40ad09a4e7bca83f4778abf62adb590a353c71083e7752c1c957733e9d5bf2a7bfb69afb7777dd45480be013292ca352923485269ad5a506c10dc44778652fd	common_voice_fa_18202469.mp3	این تعداد زنانی است که قبل از ۱۸ سالگی ازدواج کردهاند	0	2	twenties	male			fa	
c40ad09a4e7bca83f4778abf62adb590a353c71083e7752c1c957733e9d5bf2a7bfb69afb7777dd45480be013292ca352923485269ad5a506c10dc44778652fd	common_voice_fa_18202479.mp3	وقتی عربی تو کنکور منفی زدم فهمیدم ک اعراب هیچی نتونستن بهم بیاموزند	0	2	twenties	male			fa	
c40ad09a4e7bca83f4778abf62adb590a353c71083e7752c1c957733e9d5bf2a7bfb69afb7777dd45480be013292ca352923485269ad5a506c10dc44778652fd	common_voice_fa_18202481.mp3	ولي ببينم ، گنده هستش؟	0	2	twenties	male			fa	
c40ad09a4e7bca83f4778abf62adb590a353c71083e7752c1c957733e9d5bf2a7bfb69afb7777dd45480be013292ca352923485269ad5a506c10dc44778652fd	common_voice_fa_18202488.mp3	من و مامان هر روز میریم بیرون میگردیم و خوش میگذرونیم	0	2	twenties	male			fa	
3ff13f7dd840335eb7f03919d52c521f587a1ab6a09fa710c09aafd91313b8a9fd16c36274f1f4618ef2ce315baf606e71b9b7f7032c105494fadd0957758f2a	common_voice_fa_18204558.mp3	تولد 30 سالگيت مبارک	0	2	thirties	male			fa	
6c5c7afab5320d3869d4b7267889449316264dbc75078d772add7395d1bde62bdd1c3d15cfdb1536b42c1c185eadda582f85dbccf36bd8e762a47916101bf8e1	common_voice_fa_18205273.mp3	هنگامی که سراغ بار سبزیجاتش رفت تا انها را به دوش بگیرد و به راهش دامه دهد.	1	2					fa	
