client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
ec463fb1b62d95c9a57b425ce9d268aa4d2efafaddaf01881905074803afb7f76eb76b4949e54208d0cc5efba9fce146974e041f8b5f0046f72fd480c739acb0	common_voice_mhr_31247770.mp3	Исерланышыч мо? — уэш-пачаш ойла Эпанай.	0	0					mhr	
ec463fb1b62d95c9a57b425ce9d268aa4d2efafaddaf01881905074803afb7f76eb76b4949e54208d0cc5efba9fce146974e041f8b5f0046f72fd480c739acb0	common_voice_mhr_31248079.mp3	О, уке, тыгай айдемын шикшыжат, ломыжшат мемнан кугыжаныште ынже код.	0	0					mhr	
ec463fb1b62d95c9a57b425ce9d268aa4d2efafaddaf01881905074803afb7f76eb76b4949e54208d0cc5efba9fce146974e041f8b5f0046f72fd480c739acb0	common_voice_mhr_31248240.mp3	Арака логаржылан кӧра подкулачник гает лийын ыле.	0	0					mhr	
ec463fb1b62d95c9a57b425ce9d268aa4d2efafaddaf01881905074803afb7f76eb76b4949e54208d0cc5efba9fce146974e041f8b5f0046f72fd480c739acb0	common_voice_mhr_31248375.mp3	Кӧ шоҥго?	0	0					mhr	
ec463fb1b62d95c9a57b425ce9d268aa4d2efafaddaf01881905074803afb7f76eb76b4949e54208d0cc5efba9fce146974e041f8b5f0046f72fd480c739acb0	common_voice_mhr_31248574.mp3	Витле процентлан пудыртеныт.	0	0					mhr	
ec463fb1b62d95c9a57b425ce9d268aa4d2efafaddaf01881905074803afb7f76eb76b4949e54208d0cc5efba9fce146974e041f8b5f0046f72fd480c739acb0	common_voice_mhr_31248623.mp3	Петроп лиеш гын...	0	0					mhr	
ec463fb1b62d95c9a57b425ce9d268aa4d2efafaddaf01881905074803afb7f76eb76b4949e54208d0cc5efba9fce146974e041f8b5f0046f72fd480c739acb0	common_voice_mhr_31248709.mp3	Айда, неретым ит саке, йӱ!	0	0					mhr	
ec463fb1b62d95c9a57b425ce9d268aa4d2efafaddaf01881905074803afb7f76eb76b4949e54208d0cc5efba9fce146974e041f8b5f0046f72fd480c739acb0	common_voice_mhr_31249213.mp3	Ӱжара кас могырно алын пеледеш.	0	0					mhr	
ec463fb1b62d95c9a57b425ce9d268aa4d2efafaddaf01881905074803afb7f76eb76b4949e54208d0cc5efba9fce146974e041f8b5f0046f72fd480c739acb0	common_voice_mhr_31249235.mp3	Сарваш, сырен, кок могырыш коштеш.	0	0					mhr	
ec463fb1b62d95c9a57b425ce9d268aa4d2efafaddaf01881905074803afb7f76eb76b4949e54208d0cc5efba9fce146974e041f8b5f0046f72fd480c739acb0	common_voice_mhr_31249297.mp3	Тудым таче шканем ватылан возен шындем!..	0	0					mhr	
ec463fb1b62d95c9a57b425ce9d268aa4d2efafaddaf01881905074803afb7f76eb76b4949e54208d0cc5efba9fce146974e041f8b5f0046f72fd480c739acb0	common_voice_mhr_31249299.mp3	Ой, моткочак йӱштӧ!..	0	0					mhr	
ec463fb1b62d95c9a57b425ce9d268aa4d2efafaddaf01881905074803afb7f76eb76b4949e54208d0cc5efba9fce146974e041f8b5f0046f72fd480c739acb0	common_voice_mhr_31249314.mp3	Паровоз йӱкым пуыш.	0	0					mhr	
c287cafdb73434e99d97648ad05a7649325d3ca9c13620e2048e1931796fcc13b09990553ff05f4d8a62b4ec18315d428a1b526f8e7f6c7705ee7dcf50192d42	common_voice_mhr_31395364.mp3	Мий, вес аракам темен ямдыле.	0	0	twenties	female			mhr	
c287cafdb73434e99d97648ad05a7649325d3ca9c13620e2048e1931796fcc13b09990553ff05f4d8a62b4ec18315d428a1b526f8e7f6c7705ee7dcf50192d42	common_voice_mhr_31395366.mp3	Пушкинлан полшаш Островский тольо.	0	0	twenties	female			mhr	
c287cafdb73434e99d97648ad05a7649325d3ca9c13620e2048e1931796fcc13b09990553ff05f4d8a62b4ec18315d428a1b526f8e7f6c7705ee7dcf50192d42	common_voice_mhr_31395367.mp3	Тидлан тудын оксаже сита.	0	0	twenties	female			mhr	
