client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
27583ecddbe67b194dcb21193534d2ff175ba62a8e9079397c85299679bdbb6aad9dbb4f6ba840074c294386599c80791f7124492b2bafc08d509a50c1dc9297	common_voice_el_20986135.mp3	με ράστα μαλλιά	1	0	thirties	male			el	
27583ecddbe67b194dcb21193534d2ff175ba62a8e9079397c85299679bdbb6aad9dbb4f6ba840074c294386599c80791f7124492b2bafc08d509a50c1dc9297	common_voice_el_21273671.mp3	Είδε τ' αδέλφια και σηκώθηκε βιαστικά	1	1	thirties	male			el	
39f45c6dc1615cba6461c9c23515d62f9c1dda88c4378ddabf028275e2fdcbca8924d1da10b5de1e8c4eac8d8c110ea00c3d6498e56b701b84e6b64fecf66329	common_voice_el_21327264.mp3	Σκυμμένος ως κάτω στάθηκε ο αρχικαγκελάριος ακίνητος.	1	1	fifties	male			el	
27583ecddbe67b194dcb21193534d2ff175ba62a8e9079397c85299679bdbb6aad9dbb4f6ba840074c294386599c80791f7124492b2bafc08d509a50c1dc9297	common_voice_el_21515151.mp3	Ο δρόμος είναι μακρύς, είπε.	1	1	thirties	male			el	
27583ecddbe67b194dcb21193534d2ff175ba62a8e9079397c85299679bdbb6aad9dbb4f6ba840074c294386599c80791f7124492b2bafc08d509a50c1dc9297	common_voice_el_21530153.mp3	ούτε αλειμματοκέρι πια δε βρίσκουνταν στο παλάτι.	0	0	thirties	male			el	
27583ecddbe67b194dcb21193534d2ff175ba62a8e9079397c85299679bdbb6aad9dbb4f6ba840074c294386599c80791f7124492b2bafc08d509a50c1dc9297	common_voice_el_21530187.mp3	Τι πληρώνω γι' αυτόν; ρώτησε τον πρωτοβεστιάριο.	1	1	thirties	male			el	
27583ecddbe67b194dcb21193534d2ff175ba62a8e9079397c85299679bdbb6aad9dbb4f6ba840074c294386599c80791f7124492b2bafc08d509a50c1dc9297	common_voice_el_21530332.mp3	θα τα ξοδιάσεις και θα τελειώσουν.	0	0	thirties	male			el	
27583ecddbe67b194dcb21193534d2ff175ba62a8e9079397c85299679bdbb6aad9dbb4f6ba840074c294386599c80791f7124492b2bafc08d509a50c1dc9297	common_voice_el_21530356.mp3	κι έφθασαν μπροστά σε μικρή σιδερένια πόρτα.	1	1	thirties	male			el	
27583ecddbe67b194dcb21193534d2ff175ba62a8e9079397c85299679bdbb6aad9dbb4f6ba840074c294386599c80791f7124492b2bafc08d509a50c1dc9297	common_voice_el_21530378.mp3	μα περνώντας από το δάσος άκουσε ομιλίες.	0	0	thirties	male			el	
27583ecddbe67b194dcb21193534d2ff175ba62a8e9079397c85299679bdbb6aad9dbb4f6ba840074c294386599c80791f7124492b2bafc08d509a50c1dc9297	common_voice_el_21530400.mp3	για να τον διακρίνουν από μένα	1	0	thirties	male			el	
27583ecddbe67b194dcb21193534d2ff175ba62a8e9079397c85299679bdbb6aad9dbb4f6ba840074c294386599c80791f7124492b2bafc08d509a50c1dc9297	common_voice_el_21530510.mp3	πως αν δε βρω τρόπο να χώσω τον Κακομοιρίδη στη φυλακή	0	0	thirties	male			el	
27583ecddbe67b194dcb21193534d2ff175ba62a8e9079397c85299679bdbb6aad9dbb4f6ba840074c294386599c80791f7124492b2bafc08d509a50c1dc9297	common_voice_el_21530551.mp3	Ο πρωτομάστορης άκουσε τη φωνή του και γύρισε.	1	1	thirties	male			el	
27583ecddbe67b194dcb21193534d2ff175ba62a8e9079397c85299679bdbb6aad9dbb4f6ba840074c294386599c80791f7124492b2bafc08d509a50c1dc9297	common_voice_el_21530580.mp3	Τι περιμένετε μαζεμένοι εδώ, όταν ο εχθρός ρημάζει τη χώρα μας;	1	0	thirties	male			el	
27583ecddbe67b194dcb21193534d2ff175ba62a8e9079397c85299679bdbb6aad9dbb4f6ba840074c294386599c80791f7124492b2bafc08d509a50c1dc9297	common_voice_el_21542889.mp3	οι μουσαφίρηδες θα είναι αντίκρυ στρωμένοι.	0	0	thirties	male			el	
27583ecddbe67b194dcb21193534d2ff175ba62a8e9079397c85299679bdbb6aad9dbb4f6ba840074c294386599c80791f7124492b2bafc08d509a50c1dc9297	common_voice_el_21542917.mp3	Λοιπόν εξαφανίσου πριν θυμώσω.	1	0	thirties	male			el	
27583ecddbe67b194dcb21193534d2ff175ba62a8e9079397c85299679bdbb6aad9dbb4f6ba840074c294386599c80791f7124492b2bafc08d509a50c1dc9297	common_voice_el_21542925.mp3	όπως τροποποιήθηκε και ισχύει, συνολικού εμβαδού	0	0	thirties	male			el	
27583ecddbe67b194dcb21193534d2ff175ba62a8e9079397c85299679bdbb6aad9dbb4f6ba840074c294386599c80791f7124492b2bafc08d509a50c1dc9297	common_voice_el_21542948.mp3	από το σημείο που καθόταν μόλις δύο δευτερόλεπτα πριν	0	0	thirties	male			el	
27583ecddbe67b194dcb21193534d2ff175ba62a8e9079397c85299679bdbb6aad9dbb4f6ba840074c294386599c80791f7124492b2bafc08d509a50c1dc9297	common_voice_el_21543010.mp3	Δεν έχουμε Πατρίδα!	0	0	thirties	male			el	
27583ecddbe67b194dcb21193534d2ff175ba62a8e9079397c85299679bdbb6aad9dbb4f6ba840074c294386599c80791f7124492b2bafc08d509a50c1dc9297	common_voice_el_21543011.mp3	σα δεν έχει παρά κλέφτες και μπερμπάντηδες γύρω του;	0	1	thirties	male			el	
27583ecddbe67b194dcb21193534d2ff175ba62a8e9079397c85299679bdbb6aad9dbb4f6ba840074c294386599c80791f7124492b2bafc08d509a50c1dc9297	common_voice_el_21543056.mp3	φθάνει να με περάσεις γρήγορα.	1	0	thirties	male			el	
27583ecddbe67b194dcb21193534d2ff175ba62a8e9079397c85299679bdbb6aad9dbb4f6ba840074c294386599c80791f7124492b2bafc08d509a50c1dc9297	common_voice_el_21543059.mp3	Λες να μην είχε ξυπνήσει ακόμη	1	0	thirties	male			el	
27583ecddbe67b194dcb21193534d2ff175ba62a8e9079397c85299679bdbb6aad9dbb4f6ba840074c294386599c80791f7124492b2bafc08d509a50c1dc9297	common_voice_el_21568905.mp3	σε μια γωνιά του μαγειριού.	0	1	thirties	male			el	
