client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
1cdbd2fa70d3cf99931bf4f595fec2be9e4d10730339a48e6af6eb95c1b5914c747e77409e0dbeb0f58e6f5003042f87d83532c71eab10f87ce6b232dec86512	common_voice_sq_37800717.mp3	Çfarë të them?	2	0					sq	
1cdbd2fa70d3cf99931bf4f595fec2be9e4d10730339a48e6af6eb95c1b5914c747e77409e0dbeb0f58e6f5003042f87d83532c71eab10f87ce6b232dec86512	common_voice_sq_37800718.mp3	Shqipëria mbështet vetë-qeverisjen dhe institucionet administrative në provincë, shtoi ai.	2	0					sq	
1cdbd2fa70d3cf99931bf4f595fec2be9e4d10730339a48e6af6eb95c1b5914c747e77409e0dbeb0f58e6f5003042f87d83532c71eab10f87ce6b232dec86512	common_voice_sq_37800719.mp3	Pasi që kryeministri është kurrkah, domethënë s’ kam kujt t’i bëj pyetje.	2	0					sq	
1cdbd2fa70d3cf99931bf4f595fec2be9e4d10730339a48e6af6eb95c1b5914c747e77409e0dbeb0f58e6f5003042f87d83532c71eab10f87ce6b232dec86512	common_voice_sq_37800720.mp3	ringjalljen e mishit	2	0					sq	
1cdbd2fa70d3cf99931bf4f595fec2be9e4d10730339a48e6af6eb95c1b5914c747e77409e0dbeb0f58e6f5003042f87d83532c71eab10f87ce6b232dec86512	common_voice_sq_37800721.mp3	Ajo në Bitola ishte e para.	2	0					sq	
1cdbd2fa70d3cf99931bf4f595fec2be9e4d10730339a48e6af6eb95c1b5914c747e77409e0dbeb0f58e6f5003042f87d83532c71eab10f87ce6b232dec86512	common_voice_sq_37800722.mp3	Principata e Monakos	2	0					sq	
1cdbd2fa70d3cf99931bf4f595fec2be9e4d10730339a48e6af6eb95c1b5914c747e77409e0dbeb0f58e6f5003042f87d83532c71eab10f87ce6b232dec86512	common_voice_sq_37800723.mp3	Mehmeti njoftoi transparencë maksimale.	2	0					sq	
1cdbd2fa70d3cf99931bf4f595fec2be9e4d10730339a48e6af6eb95c1b5914c747e77409e0dbeb0f58e6f5003042f87d83532c71eab10f87ce6b232dec86512	common_voice_sq_37800724.mp3	Fati i filmit pastaj do të përcaktohet nga shpërndarësit.	2	0					sq	
1cdbd2fa70d3cf99931bf4f595fec2be9e4d10730339a48e6af6eb95c1b5914c747e77409e0dbeb0f58e6f5003042f87d83532c71eab10f87ce6b232dec86512	common_voice_sq_37800725.mp3	Nafta, për më tepër, nuk është i vetmi burim.	2	0					sq	
1cdbd2fa70d3cf99931bf4f595fec2be9e4d10730339a48e6af6eb95c1b5914c747e77409e0dbeb0f58e6f5003042f87d83532c71eab10f87ce6b232dec86512	common_voice_sq_37800726.mp3	Madagaskari	2	0					sq	
1cdbd2fa70d3cf99931bf4f595fec2be9e4d10730339a48e6af6eb95c1b5914c747e77409e0dbeb0f58e6f5003042f87d83532c71eab10f87ce6b232dec86512	common_voice_sq_37800727.mp3	Kjo luftë shënon sprovën e kohës sonë.	2	0					sq	
