client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
e0a00769bf852606af6f7f05f4e1ab66a155b746f3008d26407fd00440bbdc22ae60926d2ad31a94a447f614b5e938cec85460592ff2152b0899482c7142d937	common_voice_ckb_32806371.mp3	ڕێگای بخاتە سەر گۆڕم جارێ	2	0					ckb	
e0a00769bf852606af6f7f05f4e1ab66a155b746f3008d26407fd00440bbdc22ae60926d2ad31a94a447f614b5e938cec85460592ff2152b0899482c7142d937	common_voice_ckb_32806376.mp3	سامی پەیوەندییەکەی پچڕاندووە لەگەڵ لەیلا	2	0					ckb	
e0a00769bf852606af6f7f05f4e1ab66a155b746f3008d26407fd00440bbdc22ae60926d2ad31a94a447f614b5e938cec85460592ff2152b0899482c7142d937	common_voice_ckb_32806441.mp3	مەڕ دەدۆشێت.	2	0					ckb	
e0a00769bf852606af6f7f05f4e1ab66a155b746f3008d26407fd00440bbdc22ae60926d2ad31a94a447f614b5e938cec85460592ff2152b0899482c7142d937	common_voice_ckb_32806443.mp3	مێردەکەیت پێ دەناسێنم.	2	0					ckb	
e0a00769bf852606af6f7f05f4e1ab66a155b746f3008d26407fd00440bbdc22ae60926d2ad31a94a447f614b5e938cec85460592ff2152b0899482c7142d937	common_voice_ckb_32806444.mp3	پشێوی و ئاڵۆزیی پەیوەندییەکان لەگەڵ وڵاتانی تر	2	0					ckb	
e0a00769bf852606af6f7f05f4e1ab66a155b746f3008d26407fd00440bbdc22ae60926d2ad31a94a447f614b5e938cec85460592ff2152b0899482c7142d937	common_voice_ckb_32806609.mp3	ئەم جارە جیاواز دەبێت.	2	0	twenties	male			ckb	
e0a00769bf852606af6f7f05f4e1ab66a155b746f3008d26407fd00440bbdc22ae60926d2ad31a94a447f614b5e938cec85460592ff2152b0899482c7142d937	common_voice_ckb_32806610.mp3	ئادەی بڵێ ناوت چییە؟	2	0	twenties	male			ckb	
e0a00769bf852606af6f7f05f4e1ab66a155b746f3008d26407fd00440bbdc22ae60926d2ad31a94a447f614b5e938cec85460592ff2152b0899482c7142d937	common_voice_ckb_32806611.mp3	دەڵێت هیچم نەبینیوە.	2	0	twenties	male			ckb	
e0a00769bf852606af6f7f05f4e1ab66a155b746f3008d26407fd00440bbdc22ae60926d2ad31a94a447f614b5e938cec85460592ff2152b0899482c7142d937	common_voice_ckb_32806696.mp3	دەتوانیت ئەو کتێبانەم پێ بدەیت؟	2	0	twenties	male			ckb	
e0a00769bf852606af6f7f05f4e1ab66a155b746f3008d26407fd00440bbdc22ae60926d2ad31a94a447f614b5e938cec85460592ff2152b0899482c7142d937	common_voice_ckb_32806698.mp3	دارێک لێرەیە.	2	0	twenties	male			ckb	
e0a00769bf852606af6f7f05f4e1ab66a155b746f3008d26407fd00440bbdc22ae60926d2ad31a94a447f614b5e938cec85460592ff2152b0899482c7142d937	common_voice_ckb_32806699.mp3	کێ هاتبوو؟	2	1	twenties	male			ckb	
