client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
6ca2ef4ab048f7aa94604355de5c3bffa1c49753f8422b41b21458007f7896a00c9688119f6af419fd716c2e50338152f2d97d9b42d886942cfa3b2cfa11c093	common_voice_sk_25106282.mp3	lysina; škvrna; fľak; pupenec; uhor; vyrážka; opar	0	0	thirties	male			sk	
6ca2ef4ab048f7aa94604355de5c3bffa1c49753f8422b41b21458007f7896a00c9688119f6af419fd716c2e50338152f2d97d9b42d886942cfa3b2cfa11c093	common_voice_sk_25135347.mp3	obsahujúci soľ; bohatý na soľ; soľonosný; soľotvorný; soľnonosný	0	0	thirties	male			sk	
6ca2ef4ab048f7aa94604355de5c3bffa1c49753f8422b41b21458007f7896a00c9688119f6af419fd716c2e50338152f2d97d9b42d886942cfa3b2cfa11c093	common_voice_sk_25141663.mp3	oboplávanie; oblet; obletenie; plavba okolo sveta	0	0	thirties	male			sk	
6ca2ef4ab048f7aa94604355de5c3bffa1c49753f8422b41b21458007f7896a00c9688119f6af419fd716c2e50338152f2d97d9b42d886942cfa3b2cfa11c093	common_voice_sk_25141771.mp3	husí pochod; jednoduchý rad	0	0	thirties	male			sk	
15b18e3821396ad90e30c8e760810523d8496eb291266c30a91dbc258ee818446c47d21792afcab2a4480a60f98d6c998d329598d85652bb2f5befde33f4f969	common_voice_sk_25165170.mp3	Habakuk; Kniha proroka Habakuka	0	0	thirties	male			sk	
15b18e3821396ad90e30c8e760810523d8496eb291266c30a91dbc258ee818446c47d21792afcab2a4480a60f98d6c998d329598d85652bb2f5befde33f4f969	common_voice_sk_25165181.mp3	predvolebná porada lídrov; konferencia vedenia alebo voličov politickej strany	0	0	thirties	male			sk	
15b18e3821396ad90e30c8e760810523d8496eb291266c30a91dbc258ee818446c47d21792afcab2a4480a60f98d6c998d329598d85652bb2f5befde33f4f969	common_voice_sk_25165187.mp3	Ale poďme k samotnému mikrofónu.	0	0	thirties	male			sk	
15b18e3821396ad90e30c8e760810523d8496eb291266c30a91dbc258ee818446c47d21792afcab2a4480a60f98d6c998d329598d85652bb2f5befde33f4f969	common_voice_sk_25165188.mp3	to zn. že v akváriu by rastlinky nemohli rásť!	0	0	thirties	male			sk	
15b18e3821396ad90e30c8e760810523d8496eb291266c30a91dbc258ee818446c47d21792afcab2a4480a60f98d6c998d329598d85652bb2f5befde33f4f969	common_voice_sk_25165194.mp3	poháňaný; riadený; podnietený	0	0	thirties	male			sk	
15b18e3821396ad90e30c8e760810523d8496eb291266c30a91dbc258ee818446c47d21792afcab2a4480a60f98d6c998d329598d85652bb2f5befde33f4f969	common_voice_sk_25165195.mp3	krmivo; suché krmivo	0	0	thirties	male			sk	
15b18e3821396ad90e30c8e760810523d8496eb291266c30a91dbc258ee818446c47d21792afcab2a4480a60f98d6c998d329598d85652bb2f5befde33f4f969	common_voice_sk_25165200.mp3	kapustovitá zelenina	0	0	thirties	male			sk	
15b18e3821396ad90e30c8e760810523d8496eb291266c30a91dbc258ee818446c47d21792afcab2a4480a60f98d6c998d329598d85652bb2f5befde33f4f969	common_voice_sk_25165202.mp3	kalich; pohár; obradný kalich	0	0	thirties	male			sk	
15b18e3821396ad90e30c8e760810523d8496eb291266c30a91dbc258ee818446c47d21792afcab2a4480a60f98d6c998d329598d85652bb2f5befde33f4f969	common_voice_sk_25165203.mp3	miestnosť na zábavu	0	0	thirties	male			sk	
15b18e3821396ad90e30c8e760810523d8496eb291266c30a91dbc258ee818446c47d21792afcab2a4480a60f98d6c998d329598d85652bb2f5befde33f4f969	common_voice_sk_25165204.mp3	bojovník; hrdina; šampión	0	0	thirties	male			sk	
15b18e3821396ad90e30c8e760810523d8496eb291266c30a91dbc258ee818446c47d21792afcab2a4480a60f98d6c998d329598d85652bb2f5befde33f4f969	common_voice_sk_25165205.mp3	eurytmia; štúdium eurytmie	0	0	thirties	male			sk	
15b18e3821396ad90e30c8e760810523d8496eb291266c30a91dbc258ee818446c47d21792afcab2a4480a60f98d6c998d329598d85652bb2f5befde33f4f969	common_voice_sk_25165211.mp3	cínový tovar; tovar z cínu	0	0	thirties	male			sk	
15b18e3821396ad90e30c8e760810523d8496eb291266c30a91dbc258ee818446c47d21792afcab2a4480a60f98d6c998d329598d85652bb2f5befde33f4f969	common_voice_sk_25165212.mp3	kredit	0	0	thirties	male			sk	
15b18e3821396ad90e30c8e760810523d8496eb291266c30a91dbc258ee818446c47d21792afcab2a4480a60f98d6c998d329598d85652bb2f5befde33f4f969	common_voice_sk_25165213.mp3	balenie; zvádzanie	0	0	thirties	male			sk	
15b18e3821396ad90e30c8e760810523d8496eb291266c30a91dbc258ee818446c47d21792afcab2a4480a60f98d6c998d329598d85652bb2f5befde33f4f969	common_voice_sk_25165214.mp3	oznam; vyhlásenie	0	0	thirties	male			sk	
