client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38078788.mp3	הָאָרֶץ, שֶׁעַל יְדֵי חַיִּים כָּאֵלֶּה עוֹמֶדֶת לְהִיבָּנוֹת.	0	2	eighties	male			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38085650.mp3	נמצאה ספה פנויה.	0	2	eighties	male			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38085654.mp3	הוּא רוֹצֶה לְדַבֵּר אִיתִּי עַל הָעֲבוֹדָה בַּשָּׂדֶה	1	2	eighties	male			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38094114.mp3	הָיָה לָנוּ חֲבָל אֲבָל לַשָּׁוְוא.	0	2	eighties	male			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38094115.mp3	גֵּ'רְפָה וְזֶבְּרָה יְכוֹלוֹת לִקְפֹּץ בְּיַחַד עַל הַטְּרַמְפּוֹלִינָה	1	2	eighties	male			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38094127.mp3	שבעה עשר, עשרים ואחד — את הכול!	0	2	eighties	male			he	
eeb3363397f722361222bb717612597b16b4f8e7a7395c39b5f68f610aee23a7f49a7ef5449951b84a03040ef703f535410d2cc94e03263d8e9ad74c8b1335dc	common_voice_he_38094983.mp3	הפרעתי? רצית כבר לשכב?	1	2		male			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38115880.mp3	אני לא יודע, ואני נמנע מללמוד את זה.	0	2	eighties	male			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38118860.mp3	במקרה, מבלי להרגיש, עבר המבט אל ידיי, הפצועות מעבודה.	0	2	eighties	male			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38142077.mp3	כִּי הֲרֵי, לְפִי הַתָוכְנִית, בַּקָרוֹב לֹא יִהְיֶה לְךָ כְּבָר עַל מָה לְהַבִּיט	1	2	eighties	male			he	
